통계명,항목명1,통계코드,항목코드1,항목코드2,항목명2,항목코드3,항목명3,단위,URL
1.1.주요 통화금융지표,예금은행요구불예금회전율,010Y002,AAAA5,,,,,회/월,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA5//
1.1.주요 통화금융지표,화폐발행잔액(말잔),010Y002,AAAA11,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA11//
1.1.주요 통화금융지표,화폐발행잔액(평잔),010Y002,AAAA12,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA12//
1.1.주요 통화금융지표,본원통화(말잔),010Y002,AAAA13,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA13//
1.1.주요 통화금융지표,본원통화(평잔),010Y002,AAAA14,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA14//
1.1.주요 통화금융지표,"M1(협의통화, 말잔)",010Y002,AAAA15,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA15//
1.1.주요 통화금융지표,"M1(협의통화, 평잔)",010Y002,AAAA16,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA16//
1.1.주요 통화금융지표,"M2(광의통화, 말잔)",010Y002,AAAA17,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA17//
1.1.주요 통화금융지표,"M2(광의통화, 평잔)",010Y002,AAAA18,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA18//
1.1.주요 통화금융지표,Lf(말잔),010Y002,AAAA1D,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1D//
1.1.주요 통화금융지표,Lf(평잔),010Y002,AAAA1E,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1E//
1.1.주요 통화금융지표,계절조정Lf( 말잔 ),010Y002,AAAA1L,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1L//
1.1.주요 통화금융지표,계절조정Lf( 평잔 ),010Y002,AAAA1M,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1M//
1.1.주요 통화금융지표,예금은행총예금(말잔),010Y002,AAAA21,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA21//
1.1.주요 통화금융지표,예금은행총예금(평잔),010Y002,AAAA22,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA22//
1.1.주요 통화금융지표,예금은행저축성예금(말잔),010Y002,AAAA23,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA23//
1.1.주요 통화금융지표,예금은행저축성예금(평잔),010Y002,AAAA24,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA24//
1.1.주요 통화금융지표,예금은행대출금(말잔),010Y002,AAAA25,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA25//
1.1.주요 통화금융지표,예금은행대출금(평잔),010Y002,AAAA26,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA26//
1.1.주요 통화금융지표,계절조정L( 말잔 ),010Y002,AAAA1P,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1P//
1.1.주요 통화금융지표,계절조정M1(말잔),010Y002,AAAA1H,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1H//
1.1.주요 통화금융지표,계절조정M1(평잔),010Y002,AAAA1I,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1I//
1.1.주요 통화금융지표,계절조정M2(말잔),010Y002,AAAA1J,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1J//
1.1.주요 통화금융지표,계절조정M2(평잔),010Y002,AAAA1K,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1K//
1.1.주요 통화금융지표,L(말잔),010Y002,AAAA1F,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1F//
1.1.주요 통화금융지표,M1-MMF(말잔),010Y002,AAAA1N,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1N//
1.1.주요 통화금융지표,M1-MMF(평잔),010Y002,AAAA1O,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/010Y002/MM/190001/201905/AAAA1O//
"1.2.1.1 본원통화 구성내역(말잔, 계절조정계열)","본원통화(말잔, 계절조정계열)",054Y407,ABA2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y407/MM/190001/201905/ABA2//
"1.2.1.1 본원통화 구성내역(말잔, 계절조정계열)",현금통화,054Y407,ABA204,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y407/MM/190001/201905/ABA204//
"1.2.1.1 본원통화 구성내역(말잔, 계절조정계열)",중앙은행 대 예금취급기관부채,054Y407,ABA203,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y407/MM/190001/201905/ABA203//
"1.2.1.2 본원통화 구성내역(말잔,원계열)","본원통화(말잔,원계열)",054Y007,ABA2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y007/MM/190001/201905/ABA2//
"1.2.1.2 본원통화 구성내역(말잔,원계열)",현금통화,054Y007,ABA203,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y007/MM/190001/201905/ABA203//
"1.2.1.2 본원통화 구성내역(말잔,원계열)",중앙은행 대 예금취급기관부채,054Y007,ABA204,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y007/MM/190001/201905/ABA204//
"1.2.2.1 본원통화 구성내역(평잔, 계절조정계열)","본원통화(평잔, 계절조정계열)",054Y408,ABA1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y408/MM/190001/201905/ABA1//
"1.2.2.1 본원통화 구성내역(평잔, 계절조정계열)",현금통화,054Y408,ABA104,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y408/MM/190001/201905/ABA104//
"1.2.2.1 본원통화 구성내역(평잔, 계절조정계열)",중앙은행 대 예금취급기관부채,054Y408,ABA103,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y408/MM/190001/201905/ABA103//
"1.2.2.2 본원통화 구성내역(평잔,원계열)","본원통화(평잔,원계열)",054Y008,ABA1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y008/MM/190001/201905/ABA1//
"1.2.2.2 본원통화 구성내역(평잔,원계열)",현금통화,054Y008,ABA103,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y008/MM/190001/201905/ABA103//
"1.2.2.2 본원통화 구성내역(평잔,원계열)",중앙은행 대 예금취급기관부채,054Y008,ABA104,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/054Y008/MM/190001/201905/ABA104//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)","M2(말잔, 계절조정계열)",001Y406,BBGS00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS00//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",현금통화,001Y406,BBGS01,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS01//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",요구불예금,001Y406,BBGS02,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS02//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",수시입출식저축성예금,001Y406,BBGS03,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS03//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",MMF,001Y406,BBGS04,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS04//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",만기2년미만정기예적금,001Y406,BBGS05,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS05//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",수익증권,001Y406,BBGS06,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS06//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",시장형상품1),001Y406,BBGS07,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS07//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",만기2년미만금융채,001Y406,BBGS08,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS08//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",만기2년미만금전신탁,001Y406,BBGS09,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS09//
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)",기타2),001Y406,BBGS10,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y406/MM/190001/201905/BBGS10//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",수시입출식저축성예금,001Y006,BBGA03,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA03//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",MMF,001Y006,BBGA04,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA04//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",만기2년미만정기예적금,001Y006,BBGA05,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA05//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",양도성예금증서,001Y006,BBGA06,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA06//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",매출어음,001Y006,BBGA07,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA07//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",CMA,001Y006,BBGA08,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA08//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",수익증권,001Y006,BBGA09,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA09//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)","M2 (말잔,원계열)",001Y006,BBGA00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA00//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",현금통화,001Y006,BBGA01,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA01//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",요구불예금,001Y006,BBGA02,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA02//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",만기2년미만금전신탁,001Y006,BBGA10,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA10//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",신탁형증권저축,001Y006,BBGA12,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA12//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",만기2년미만외화예수금,001Y006,BBGA13,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA13//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",만기2년미만금융채,001Y006,BBGA14,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA14//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",환매조건부채권매도,001Y006,BBGA15,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA15//
"1.3.1.2 M2 상품별구성내역(말잔,원계열)",발행어음,001Y006,BBGA11,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y006/MM/190001/201905/BBGA11//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)","M2(평잔, 계절조정계열)",001Y407,BBHS00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS00//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",현금통화,001Y407,BBHS01,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS01//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",요구불예금,001Y407,BBHS02,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS02//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",수시입출식저축성예금,001Y407,BBHS03,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS03//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",MMF,001Y407,BBHS04,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS04//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",만기2년미만정기예적금,001Y407,BBHS05,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS05//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",수익증권,001Y407,BBHS06,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS06//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",시장형상품1),001Y407,BBHS07,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS07//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",만기2년미만금융채,001Y407,BBHS08,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS08//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",만기2년미만금전신탁,001Y407,BBHS09,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS09//
"1.3.2.1 M2 상품별구성내역(평잔, 계절조정계열)",기타2),001Y407,BBHS10,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y407/MM/190001/201905/BBHS10//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)","M2(평잔,원계열)",001Y007,BBHA00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA00//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",요구불예금,001Y007,BBHA02,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA02//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",수시입출식저축성예금,001Y007,BBHA03,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA03//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",MMF,001Y007,BBHA04,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA04//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",만기2년미만정기예적금,001Y007,BBHA05,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA05//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",양도성예금증서,001Y007,BBHA06,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA06//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",매출어음,001Y007,BBHA07,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA07//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",CMA,001Y007,BBHA08,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA08//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",수익증권,001Y007,BBHA09,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA09//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",만기2년미만금전신탁,001Y007,BBHA10,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA10//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",신탁형증권저축,001Y007,BBHA12,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA12//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",만기2년미만외화예수금,001Y007,BBHA13,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA13//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",만기2년미만금융채,001Y007,BBHA14,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA14//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",현금통화,001Y007,BBHA01,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA01//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",발행어음,001Y007,BBHA11,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA11//
"1.3.2.2 M2 상품별구성내역(평잔,원계열)",환매조건부채권매도,001Y007,BBHA15,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y007/MM/190001/201905/BBHA15//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)","M2(말잔, 계절조정계열)",001Y450,BBGS00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGS00//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)",가계 및 비영리단체1),001Y450,BBGSJ1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGSJ1//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)",기업 2),001Y450,BBGSJ2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGSJ2//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)",기타금융기관 3),001Y450,BBGSJ3,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGSJ3//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)",기타부문 4),001Y450,BBGSJ4,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGSJ4//
"1.3.3.1 M2 경제주체별 보유현황(말잔, 계절조정계열)",통계상 불일치 5),001Y450,BBGSJ5,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y450/MM/190001/201905/BBGSJ5//
"1.3.3.2 M2 경제주체별 보유현황(말잔, 원계열)","M2(말잔, 원계열)",001Y452,BBGA00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y452/MM/190001/201905/BBGA00//
"1.3.3.2 M2 경제주체별 보유현황(말잔, 원계열)",가계 및 비영리단체 1),001Y452,BBGAJ1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y452/MM/190001/201905/BBGAJ1//
"1.3.3.2 M2 경제주체별 보유현황(말잔, 원계열)",기업 2),001Y452,BBGAJ2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y452/MM/190001/201905/BBGAJ2//
"1.3.3.2 M2 경제주체별 보유현황(말잔, 원계열)",기타금융기관 3),001Y452,BBGAJ3,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y452/MM/190001/201905/BBGAJ3//
"1.3.3.2 M2 경제주체별 보유현황(말잔, 원계열)",기타부문 4),001Y452,BBGAJ4,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y452/MM/190001/201905/BBGAJ4//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)","M2(평잔, 계절조정계열)",001Y451,BBHS00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHS00//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)",가계 및 비영리단체 1),001Y451,BBHSJ1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHSJ1//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)",기업 2),001Y451,BBHSJ2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHSJ2//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)",기타금융기관 3),001Y451,BBHSJ3,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHSJ3//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)",기타부문 4),001Y451,BBHSJ4,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHSJ4//
"1.3.4.1 M2 경제주체별 보유현황(평잔, 계절조정계열)",통계상 불일치 5),001Y451,BBHSJ5,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y451/MM/190001/201905/BBHSJ5//
"1.3.4.2 M2 경제주체별 보유현황(평잔, 원계열)","M2(평잔, 원계열)",001Y453,BBHA00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y453/MM/190001/201905/BBHA00//
"1.3.4.2 M2 경제주체별 보유현황(평잔, 원계열)",가계 및 비영리단체 1),001Y453,BBHAJ1,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y453/MM/190001/201905/BBHAJ1//
"1.3.4.2 M2 경제주체별 보유현황(평잔, 원계열)",기업 2),001Y453,BBHAJ2,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y453/MM/190001/201905/BBHAJ2//
"1.3.4.2 M2 경제주체별 보유현황(평잔, 원계열)",기타금융기관 3),001Y453,BBHAJ3,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y453/MM/190001/201905/BBHAJ3//
"1.3.4.2 M2 경제주체별 보유현황(평잔, 원계열)",기타부문 4),001Y453,BBHAJ4,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y453/MM/190001/201905/BBHAJ4//
1.3.5 M2 기관별구성내역(말잔),M2(말잔),001Y008,BBIA00,,,,,십억원,http://ecos.bok.or.kr/api/StatisticSearch/APICODE2021/xml/kr/1/100000/001Y008/MM/190001/201905/BBIA00//
